#k	TruePositives	FalsePositives	TrueNegatives	FalseNegatives	Precision	Recall	Accuracy	F-measure	HammingLoss
13	65	7	926	67	0.909722222222222	0.511737089201878	0.494131455399061	0.542588866532529	0.0694835680751174
13	78	6	898	83	0.935672514619883	0.502112676056338	0.486619718309859	0.575586854460094	0.0835680751173709
13	59	4	916	86	0.94017094017094	0.397417840375587	0.383333333333333	0.431298904538341	0.0845070422535211
13	80	8	907	70	0.921474358974359	0.523474178403756	0.502347417840376	0.565928906773977	0.0732394366197183
13	66	3	914	82	0.965909090909091	0.459859154929577	0.449295774647887	0.501006036217304	0.07981220657277
13	78	5	913	69	0.941176470588235	0.534741784037559	0.523004694835681	0.578448468589313	0.0694835680751174
13	80	9	901	75	0.92156862745098	0.524647887323944	0.497652582159624	0.559691482226693	0.0788732394366197
13	86	8	905	66	0.920833333333333	0.547954393024816	0.527531857813548	0.586210190435542	0.0694835680751174
14	94	5	981	75	0.951149425287356	0.573747680890538	0.560111317254174	0.617316017316017	0.0692640692640693
14	83	4	995	73	0.974137931034483	0.550865800865801	0.54004329004329	0.607668521954236	0.0666666666666667
14	66	3	990	96	0.952127659574468	0.38961038961039	0.387662337662338	0.445980210265925	0.0857142857142857
14	86	6	981	82	0.953030303030303	0.53030303030303	0.507575757575758	0.571490414347557	0.0761904761904762
14	83	5	983	84	0.941666666666667	0.521645021645022	0.507575757575758	0.583116883116883	0.0770562770562771
14	82	5	991	77	0.966346153846154	0.515151515151515	0.5	0.555287569573284	0.070995670995671
14	75	5	992	83	0.935374149659864	0.481601731601732	0.466450216450216	0.516326530612245	0.0761904761904762
14	79	6	993	77	0.935028248587571	0.512987012987013	0.493506493506493	0.571428571428571	0.0718614718614719
14	77	7	999	72	0.928571428571429	0.534632034632035	0.514069264069264	0.578787878787879	0.0683982683982684
14	80	8	985	82	0.903030303030303	0.488095238095238	0.470779220779221	0.532962275819418	0.0779220779220779
15	96	7	1047	80	0.945767195767196	0.555894308943089	0.537804878048781	0.606184668989547	0.0707317073170732
15	85	7	1057	81	0.942090395480226	0.522357723577236	0.507113821138211	0.568989547038327	0.0715447154471545
15	99	9	1038	84	0.923177083333333	0.557926829268293	0.542682926829268	0.603542392566782	0.075609756097561
15	86	8	1055	81	0.916666666666667	0.525406504065041	0.509146341463415	0.568176538908246	0.0723577235772358
15	76	8	1041	105	0.902298850574713	0.428048780487805	0.418292682926829	0.490214866434379	0.091869918699187
15	96	7	1052	75	0.939516129032258	0.572154471544715	0.559959349593496	0.612078977932636	0.0666666666666667
15	117	8	1033	72	0.938405797101449	0.609610917537747	0.591318234610918	0.664095660437124	0.0650406504065041
15	91	11	1042	86	0.896505376344086	0.542682926829268	0.530487804878049	0.584407665505226	0.0788617886178862
15	90	7	1043	90	0.931216931216931	0.535772357723577	0.515447154471545	0.585627177700348	0.0788617886178862
15	92	7	1040	91	0.932389937106918	0.477439024390244	0.463211382113821	0.516898954703833	0.0796747967479675
16	96	4	1138	82	0.975641025641026	0.548484848484848	0.534280303030303	0.598944805194805	0.0651515151515152
16	99	10	1131	80	0.926229508196721	0.551136363636364	0.535037878787879	0.58030303030303	0.0681818181818182
16	97	8	1132	83	0.940677966101695	0.507575757575758	0.488636363636364	0.542478354978355	0.0689393939393939
16	91	6	1130	93	0.947916666666667	0.505681818181818	0.487689393939394	0.557088744588744	0.075
16	111	13	1122	74	0.896103896103896	0.622159090909091	0.584280303030303	0.659740259740259	0.0659090909090909
16	98	10	1142	70	0.924242424242424	0.599431818181818	0.56155303030303	0.618560606060606	0.0606060606060606
16	95	10	1137	78	0.915384615384615	0.536931818181818	0.513257575757576	0.577056277056277	0.0666666666666667
16	95	2	1134	89	0.978181818181818	0.474431818181818	0.472159090909091	0.51773088023088	0.0689393939393939
16	92	5	1128	95	0.944444444444444	0.474567099567099	0.463203463203463	0.522619047619047	0.0757575757575758
16	93	8	1126	93	0.933333333333333	0.506628787878788	0.476325757575758	0.554545454545454	0.0765151515151515
17	111	9	1204	86	0.936904761904762	0.567375886524823	0.541666666666667	0.603394123606889	0.0673758865248227
17	129	10	1196	75	0.919753086419753	0.62145390070922	0.599113475177305	0.671833839918946	0.0602836879432624
17	89	1	1211	109	0.984126984126984	0.466312056737589	0.466312056737589	0.525683890577508	0.0780141843971631
17	94	9	1220	87	0.924657534246575	0.557624113475177	0.541666666666667	0.603090172239108	0.0680851063829787
17	99	4	1207	100	0.968137254901961	0.5	0.49113475177305	0.559118541033435	0.0737588652482269
17	100	6	1200	104	0.939950980392157	0.49113475177305	0.483156028368794	0.54918946301925	0.0780141843971631
17	94	5	1205	106	0.955026455026455	0.463652482269504	0.451241134751773	0.516312056737589	0.0787234042553192
17	124	7	1198	81	0.94	0.613475177304964	0.593971631205674	0.652532928064843	0.0624113475177305
17	111	12	1191	96	0.933982683982684	0.559777102330294	0.527862208713273	0.6161263086795	0.0765957446808511
17	111	10	1204	85	0.942567567567568	0.590425531914894	0.565425531914894	0.630344478216818	0.0673758865248227
18	105	10	1270	100	0.915492957746479	0.503367003367003	0.476430976430977	0.546657046657046	0.0740740740740741
18	114	12	1255	104	0.925438596491228	0.522847522847523	0.502477152477152	0.575613275613275	0.0781144781144781
18	104	6	1265	110	0.95662100456621	0.515632515632516	0.513107263107263	0.574603174603174	0.0781144781144781
18	113	16	1263	93	0.886538461538462	0.542087542087542	0.50993265993266	0.585818502485169	0.0734006734006734
18	114	6	1264	101	0.952054794520548	0.545454545454546	0.534511784511785	0.593843193843194	0.0720538720538721
18	111	16	1265	93	0.894977168949772	0.546296296296296	0.508249158249158	0.571236171236171	0.0734006734006734
18	101	5	1275	104	0.963768115942029	0.495791245791246	0.491077441077441	0.550841750841751	0.0734006734006734
18	114	11	1256	104	0.903935185185185	0.532154882154882	0.515319865319865	0.568662818662819	0.0774410774410774
18	117	5	1264	99	0.966666666666667	0.532828282828283	0.521885521885522	0.58061568061568	0.07003367003367
18	118	11	1257	99	0.923958333333333	0.556397306397306	0.53973063973064	0.613443963443963	0.0740740740740741
19	106	10	1341	118	0.912393162393162	0.482539682539683	0.46984126984127	0.539682539682539	0.0812698412698413
19	115	10	1345	105	0.921940928270042	0.523809523809524	0.506349206349206	0.573786848072562	0.073015873015873
19	133	12	1339	91	0.929166666666667	0.584603174603175	0.56	0.620483749055177	0.0653968253968254
19	101	5	1349	120	0.945945945945946	0.48015873015873	0.473809523809524	0.53609977324263	0.0793650793650794
19	120	7	1341	107	0.944444444444444	0.523015873015873	0.511904761904762	0.575056689342403	0.0723809523809524
19	102	7	1352	114	0.931924882629108	0.477460317460317	0.471746031746032	0.523658352229781	0.0768253968253968
19	121	7	1352	95	0.931623931623932	0.55	0.54047619047619	0.594149659863945	0.0647619047619048
19	124	8	1339	104	0.954954954954955	0.511904761904762	0.494444444444444	0.557732426303854	0.0711111111111111
19	102	5	1346	122	0.961187214611872	0.460952380952381	0.453809523809524	0.525895691609977	0.0806349206349206
19	130	14	1337	94	0.906976744186046	0.588095238095238	0.558571428571429	0.631609977324262	0.0685714285714286
20	103	10	1415	122	0.892405063291139	0.452272727272727	0.445454545454545	0.512943722943723	0.08
20	109	4	1434	103	0.970464135021097	0.537121212121212	0.525	0.585151515151515	0.0648484848484849
20	126	13	1406	105	0.920588235294118	0.538636363636364	0.513484848484848	0.586839826839826	0.0715151515151515
20	117	6	1413	114	0.94375	0.53030303030303	0.522727272727273	0.577489177489177	0.0727272727272727
20	119	11	1414	106	0.935185185185185	0.543181818181818	0.504545454545455	0.575584415584415	0.0709090909090909
20	120	10	1399	121	0.947916666666666	0.510714285714286	0.485714285714286	0.5604329004329	0.0793939393939394
20	100	7	1416	127	0.928571428571429	0.459242424242424	0.450151515151515	0.497034632034632	0.0812121212121212
20	117	9	1409	115	0.95281124497992	0.506818181818182	0.495151515151515	0.575367965367965	0.0751515151515152
20	120	6	1400	124	0.966244725738397	0.515909090909091	0.502878787878788	0.56987012987013	0.0787878787878788
20	125	7	1396	122	0.947791164658635	0.511363636363636	0.506060606060606	0.573549783549783	0.0781818181818182
21	116	7	1496	121	0.949019607843137	0.505459770114942	0.494971264367816	0.562260536398467	0.0735632183908046
21	133	10	1489	108	0.947647058823529	0.547844827586207	0.52801724137931	0.591420361247947	0.067816091954023
21	135	12	1480	113	0.941860465116279	0.538485221674877	0.50931855500821	0.581609195402299	0.0718390804597701
21	162	13	1471	94	0.936507936507937	0.655172413793103	0.629597701149425	0.712972085385878	0.0614942528735632
21	139	16	1476	109	0.911764705882353	0.533764367816092	0.502298850574713	0.568862889983579	0.0718390804597701
21	124	4	1491	121	0.98062015503876	0.525862068965517	0.517959770114943	0.586535303776683	0.0718390804597701
